ID,Title,Gross,Budget,Date,Genre,Director,RTRating,IMDBRating,IMDBVotes
1846,Galaxy Quest,90523726.0,45000000.0,1999,Comedy,,8.9,7.2,52507.0
1847,Saving Grace,24325623.0,4000000.0,2000,Comedy,,6.3,6.8,8543.0
1848,Gracie,3036736.0,9000000.0,2007,Drama,,5.9,6.2,2084.0
1849,The Great Raid,10597070.0,60000000.0,2005,Action,John Dahl,3.6,6.8,8894.0
1850,The Grand,115879.0,3000000.0,2008,Comedy,Zak Penn,,6.1,3346.0
1851,The Constant Gardener,81079798.0,25500000.0,2005,Drama,Fernando Meirelles,8.3,7.6,50763.0
1852,Garden State,32381151.0,2500000.0,2004,Drama,Zach Braff,8.6,7.9,92594.0
1853,Grease,206005260.0,6000000.0,1978,Musical,Randal Kleiser,8.3,7.0,60146.0
1854,Green Zone,84788541.0,100000000.0,2010,Drama,Paul Greengrass,5.5,7.1,26759.0
1855,George Of The Jungle,174463257.0,55000000.0,1997,Comedy,,5.4,5.3,19685.0
1856,The Brothers Grimm,105299638.0,80000000.0,2005,Adventure,Terry Gilliam,3.7,5.9,43532.0
1857,The Girl Next Door,18589444.0,25000000.0,2004,Romantic Comedy,Luke Greenfield,5.6,7.0,5614.0
1858,How the Grinch Stole Christmas,345141403.0,123000000.0,2000,Comedy,Ron Howard,5.3,5.7,40310.0
1859,Grindhouse,50187789.0,53000000.0,2007,Horror,Robert Rodriguez,,7.9,82770.0
1860,Get Rich or Die Tryin',46437122.0,40000000.0,2005,Drama,Jim Sheridan,1.6,4.0,18126.0
1861,Wallace & Gromit: The Curse of the Were-Rabbit,185724838.0,30000000.0,2005,Adventure,Nick Park,9.5,7.9,38158.0
1862,Groove,1167524.0,500000.0,2000,Comedy,,5.6,5.8,2486.0
1863,Grosse Point Blank,28084357.0,15000000.0,1997,Black Comedy,,,7.4,41523.0
1864,The Grudge 2,68643839.0,20000000.0,2006,Horror,,1.0,4.6,16024.0
1865,The Grudge,187281115.0,10000000.0,2004,Horror,,3.9,5.7,43218.0
1866,Grown Ups,250294625.0,75000000.0,2010,Comedy,,0.9,5.8,13488.0
1867,Ghost Dog: Way of the Samurai,6030230.0,2000000.0,2000,Drama,Jim Jarmusch,,,
1868,Guess Who,102115888.0,35000000.0,2005,Comedy,,4.3,5.7,15789.0
1869,Get Carter,19417182.0,40000000.0,2000,Drama,,1.2,4.8,14196.0
1870,Get Over It,11560259.0,10000000.0,2001,Romantic Comedy,,4.5,5.5,9350.0
1871,Veronica Guerin,9438074.0,17000000.0,2003,Drama,Joel Schumacher,5.4,6.8,8778.0
1872,The Guru,23788368.0,11000000.0,2003,Comedy,,,5.5,9239.0
1873,A Guy Thing,17430594.0,20000000.0,2003,Romantic Comedy,,,5.5,8147.0
1874,Ghost World,8764007.0,5500000.0,2001,Comedy,Terry Zwigoff,9.2,7.7,42973.0
1875,Halloween 2,38512850.0,15000000.0,2009,Horror,Rob Zombie,,4.5,9284.0
1876,Hairspray,202823091.0,75000000.0,2007,Musical,Adam Shankman,9.1,7.2,41511.0
1877,Half Baked,17394881.0,8000000.0,1998,Comedy,,2.9,6.3,18791.0
1878,Hamlet,7129670.0,18000000.0,1996,Drama,,9.4,6.0,5147.0
1879,Hamlet,2288841.0,2000000.0,2000,Drama,,7.1,6.0,5147.0
1880,Hancock,624346274.0,150000000.0,2008,Action,Peter Berg,4.0,6.5,100822.0
1881,Happily N'Ever After,38344430.0,47000000.0,2007,Comedy,,,3.9,4678.0
1882,The Happening,163403799.0,60000000.0,2008,Thriller/Suspense,M. Night Shyamalan,1.8,5.2,72259.0
1883,"Happy, Texas",2039192.0,1700000.0,1999,Comedy,,8.2,7.5,198.0
1884,Hard Candy,1881243.0,950000.0,2006,Horror,,,7.2,45791.0
1885,Harsh Times,5963961.0,2000000.0,2006,Drama,,4.8,7.0,26347.0
1886,Harvard Man,56653.0,5500000.0,2002,Drama,,,4.9,2758.0
1887,Harry Brown,6294140.0,7300000.0,2010,Thriller/Suspense,,,7.4,14297.0
1888,The House Bunny,70237389.0,25000000.0,2008,Comedy,Fred Wolf,3.9,5.5,18964.0
1889,The Devil's Rejects,20940428.0,7000000.0,2005,Horror,Rob Zombie,5.4,6.9,36082.0
1890,"House of 1,000 Corpses",16829545.0,7000000.0,2003,Horror,Rob Zombie,,5.5,3311.0
1891,The House of the Dead,13767816.0,7000000.0,2003,Horror,Uwe Boll,,6.5,5541.0
1892,Hidalgo,107336658.0,78000000.0,2004,Western,Joe Johnston,4.6,6.6,23604.0
1893,Hide and Seek,123100486.0,25000000.0,2005,Thriller/Suspense,,1.2,5.6,30891.0
1894,Hoodwinked,110011106.0,17500000.0,2005,Comedy,,,6.7,20461.0
1895,How Do You Know?,0.0,90000000.0,2010,Romantic Comedy,,,,
1896,Head of State,38283765.0,35200000.0,2003,Comedy,Chris Rock,3.0,5.1,8447.0
1897,Hedwig and the Angry Inch,3643900.0,6000000.0,2001,Musical,,9.2,7.6,14766.0
1898,Pooh's Heffalump Movie,52858433.0,20000000.0,2005,Adventure,,8.0,6.3,1605.0
1899,He Got Game,21567853.0,25000000.0,1998,Drama,Spike Lee,8.0,6.8,14494.0
1900,Heist,28483168.0,35000000.0,2001,Action,David Mamet,6.6,3.2,77.0
1901,Hellboy 2: The Golden Army,160388063.0,82500000.0,2008,Action,Guillermo Del Toro,,7.3,61902.0
1902,Hellboy,99823958.0,60000000.0,2004,Action,Guillermo Del Toro,8.1,6.8,67763.0
1903,Raising Helen,43340302.0,50000000.0,2004,Comedy,Garry Marshall,2.2,5.7,10526.0
1904,A Home at the End of the World,1033810.0,6500000.0,2004,Drama,,4.8,6.7,7180.0
1905,Jet Li's Hero,177352140.0,17000000.0,2004,Action,Yimou Zhang,,,
1906,Here on Earth,10845127.0,15000000.0,2000,Drama,,1.8,4.6,4929.0
1907,House of Flying Daggers,92863945.0,12000000.0,2004,Action,Yimou Zhang,,,
1908,Head Over Heels,10397365.0,14000000.0,2001,Romantic Comedy,Mark Waters,0.9,4.8,6574.0
1909,The Haunting,180188905.0,80000000.0,1999,Horror,Jan De Bont,1.7,4.6,31808.0
1910,High Crimes,63781100.0,42000000.0,2002,Thriller/Suspense,Carl Franklin,3.1,6.1,14428.0
1911,High Fidelity,47881663.0,20000000.0,2000,Comedy,Stephen Frears,9.2,7.6,69740.0
1912,Highlander: Endgame,12801190.0,15000000.0,2000,Action,,,4.3,8421.0
1913,High Heels and Low Lifes,226792.0,10000000.0,2001,,,2.0,6.1,2205.0
1914,High School Musical 3: Senior Year,251056401.0,11000000.0,2008,Musical,,6.6,3.7,18587.0
1915,The History Boys,13425589.0,3700000.0,2006,Comedy,,6.3,6.7,10293.0
1916,A History of Violence,59993782.0,32000000.0,2005,Drama,David Cronenberg,8.7,7.6,79738.0
1917,Hitch,366784257.0,55000000.0,2005,Romantic Comedy,Andy Tennant,6.9,5.7,89.0
1918,Hitman,99965792.0,17500000.0,2007,Action,,1.4,6.8,520.0
1919,Harold & Kumar Escape from Guantanamo Bay,43231984.0,12000000.0,2008,Comedy,,5.4,6.7,42358.0
1920,Harold & Kumar Go to White Castle,18225165.0,9000000.0,2004,Comedy,,7.4,7.2,56030.0
1921,Held Up,4714090.0,8000000.0,2000,Comedy,,1.7,4.7,1840.0
1922,The Hills Have Eyes II,37466538.0,15000000.0,2007,Horror,,,5.0,17948.0
1923,The Hills Have Eyes,69623713.0,17000000.0,2006,Horror,Alexandre Aja,4.9,6.5,43747.0
1924,How to Lose Friends & Alienate People,12031443.0,28000000.0,2008,Comedy,,3.6,6.7,25756.0
1925,Half Past Dead,19233280.0,25000000.0,2002,Action,,0.2,4.1,6909.0
1926,Halloween: H2O,55041738.0,17000000.0,1998,Horror,Steve Miner,,,
1927,Halloween: Resurrection,37659652.0,15000000.0,2002,Horror,Rick Rosenthal,,3.9,13181.0
1928,Holy Man,12069719.0,60000000.0,1998,Comedy,Stephen Herek,1.2,4.7,9105.0
1929,Milk,50164027.0,20000000.0,2008,Drama,Gus Van Sant,9.4,3.6,479.0
1930,Hamlet 2,4898285.0,9000000.0,2008,Comedy,Andrew Fleming,6.4,6.4,9017.0
1931,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,71281781.0,6500000.0,2008,Concert/Performance,,7.1,,
1932,Home on the Range,76482461.0,110000000.0,2004,Comedy,,5.4,5.4,4772.0
1933,Hannibal Rising,80583311.0,50000000.0,2007,Thriller/Suspense,Peter Webber,1.5,6.0,28690.0
1934,The Hangover,465132119.0,35000000.0,2009,Comedy,Todd Phillips,7.8,7.9,127634.0
1935,Hanging Up,51867723.0,40000000.0,2000,Comedy,,1.2,4.3,6098.0
1936,The Hoax,7164995.0,25000000.0,2007,Drama,Lasse Hallstrom,8.5,6.9,9171.0
1937,Holes,72383924.0,20000000.0,2003,Drama,Andrew Davis,7.7,7.1,19388.0
1938,The Holiday,205190324.0,85000000.0,2006,Romantic Comedy,Nancy Meyers,4.7,6.9,48215.0
1939,Hollow Man,191200000.0,90000000.0,2000,Horror,Paul Verhoeven,2.8,5.5,41499.0
1940,Holy Girl,1261792.0,1400000.0,2005,Drama,,,,
1941,Home Fries,10513979.0,15000000.0,1998,Black Comedy,,3.1,4.7,4806.0
1942,Honey,62192232.0,18000000.0,2003,Drama,Bille Woodruff,2.0,4.6,13026.0
1943,The Honeymooners,13174426.0,27000000.0,2005,Comedy,John Schultz,1.4,2.6,5012.0
1944,Hoot,8224998.0,15000000.0,2006,Comedy,,2.6,5.3,2830.0
1945,Hope Floats,81529000.0,30000000.0,1998,Drama,Forest Whitaker,2.3,5.3,9168.0
1946,Horton Hears a Who,297133947.0,85000000.0,2008,Adventure,,,7.2,31323.0
1947,Hostel: Part II,33606409.0,7500000.0,2007,Horror,Eli Roth,4.5,5.4,31511.0
1948,Hostage,77636443.0,75000000.0,2005,Action,,,7.3,3070.0
1949,Hostel,80578934.0,4800000.0,2006,Horror,Eli Roth,,5.7,64642.0
1950,Hot Rod,14334401.0,25000000.0,2007,Comedy,,4.0,6.5,22250.0
1951,The Hours,108775994.0,25000000.0,2002,Drama,Stephen Daldry,8.0,7.6,44618.0
1952,Life as a House,23889158.0,18000000.0,2001,Drama,,4.6,7.5,19308.0
1953,Bringing Down the House,164675402.0,20000000.0,2003,Comedy,Adam Shankman,3.4,5.4,16242.0
1954,House of Wax,70064800.0,35000000.0,2005,Horror,,2.5,5.4,32159.0
1955,How to Deal,14108518.0,16000000.0,2003,Drama,,2.9,5.4,5292.0
1956,How High,31260435.0,12000000.0,2001,Comedy,,2.7,5.5,14470.0
1957,Def Jam's How To Be a Player,14010363.0,12000000.0,1997,Comedy,,,,
1958,Harry Potter and the Chamber of Secrets,878987880.0,100000000.0,2002,Adventure,Chris Columbus,8.2,7.2,120063.0
1959,Harry Potter and the Prisoner of Azkaban,795538952.0,130000000.0,2004,Adventure,Alfonso Cuaron,9.0,7.7,108928.0
1960,Harry Potter and the Goblet of Fire,896013036.0,150000000.0,2005,Adventure,Mike Newell,8.8,7.6,111946.0
1961,Harry Potter and the Order of the Phoenix,938468864.0,150000000.0,2007,Adventure,David Yates,7.8,7.4,104074.0
1962,Harry Potter and the Half-Blood Prince,937499905.0,250000000.0,2009,Adventure,David Yates,8.3,7.3,73720.0
1963,Harry Potter and the Sorcerer's Stone,976457891.0,125000000.0,2001,Adventure,Chris Columbus,,7.2,132238.0
1964,Happy Feet,385000317.0,85000000.0,2006,Adventure,George Miller,7.4,6.7,42369.0
1965,Hercules,250700000.0,70000000.0,1997,Adventure,,8.4,6.8,21902.0
1966,Hardball,44102389.0,21000000.0,2001,Drama,Brian Robbins,3.8,4.1,165.0
1967,Hard Rain,19870567.0,70000000.0,1998,Action,,2.6,5.6,14375.0
1968,The Horse Whisperer,75383563.0,60000000.0,1998,Drama,Robert Redford,7.1,6.3,15831.0
1969,The Heart of Me,196067.0,7000000.0,2003,,,,6.3,1342.0
1970,Casa de Areia,1178175.0,3750000.0,2006,Drama,,,7.5,1519.0
1971,Sorority Row,26735797.0,12500000.0,2009,Horror,,2.2,5.1,7097.0
1972,Hart's War,33076815.0,70000000.0,2002,Drama,,5.8,6.2,19541.0
1973,The Hitchhiker's Guide to the Galaxy,104019112.0,45000000.0,2005,Comedy,,6.0,6.6,61513.0
1974,High Tension,5208449.0,2850000.0,2005,Horror,,,5.4,165.0
1975,Hot Fuzz,79197493.0,16000000.0,2007,Comedy,Edgar Wright,9.1,8.0,129779.0
1976,Human Traffic,5422740.0,3300000.0,2000,,,,6.6,9455.0
1977,How to Train Your Dragon,491581231.0,165000000.0,2010,Comedy,,9.8,8.2,28556.0
1978,I Heart Huckabees,14584713.0,22000000.0,2004,Comedy,,6.2,6.8,35878.0
1979,Hulk,245360480.0,137000000.0,2003,Action,Ang Lee,6.2,5.7,70844.0
1980,The Incredible Hulk,263349257.0,137500000.0,2008,Adventure,Louis Leterrier,6.6,7.1,82419.0
1981,The Hunchback of Notre Dame,325500000.0,100000000.0,1996,Adventure,Gary Trousdale,7.3,6.5,19479.0
1982,The Hunted,45016494.0,55000000.0,2003,Action,William Friedkin,3.1,5.8,18941.0
1983,Hurricane Streets,367582.0,500000.0,1998,Drama,,,,
1984,The Hurt Locker,44468574.0,15000000.0,2009,Drama,Kathryn Bigelow,,7.8,83679.0
1985,Hustle & Flow,23563727.0,2800000.0,2005,Drama,,,7.5,18688.0
1986,Starsky & Hutch,170200225.0,60000000.0,2004,Comedy,Todd Phillips,6.4,6.2,48935.0
1987,Hollywood Ending,14839383.0,16000000.0,2002,Romantic Comedy,Woody Allen,4.6,6.3,10486.0
1988,Hollywood Homicide,51107785.0,75000000.0,2003,Action,Ron Shelton,3.0,5.2,16452.0
1989,Whatever it Takes,8735529.0,15000000.0,2000,Romantic Comedy,,1.6,5.2,4192.0
1990,Ice Age: The Meltdown,651899282.0,75000000.0,2006,Adventure,Carlos Saldanha,,6.9,50981.0
1991,Ice Age: Dawn of the Dinosaurs,886685941.0,90000000.0,2009,Adventure,Carlos Saldanha,,7.1,33289.0
1992,Ice Age,383257136.0,65000000.0,2002,Adventure,Chris Wedge,7.7,7.4,75552.0
1993,Ice Princess,25732334.0,25000000.0,2005,Comedy,,5.2,6.0,7106.0
1994,The Ice Storm,16011975.0,18000000.0,1997,Drama,Ang Lee,8.2,7.5,27544.0
1995,Identity,90231264.0,28000000.0,2003,Thriller/Suspense,James Mangold,6.2,7.3,57909.0
1996,An Ideal Husband,18542974.0,10700000.0,1999,Comedy,,8.6,6.7,8078.0
1997,Idlewild,12669914.0,15000000.0,2006,Musical,,4.7,5.8,3056.0
1998,Igby Goes Down,4777465.0,9000000.0,2002,Comedy,,7.6,7.0,19050.0
1999,Igor,26608350.0,30000000.0,2008,Comedy,,3.5,6.0,6614.0
2000,I Got the Hook-Up!,10317779.0,3500000.0,1998,Comedy,,1.7,3.3,985.0
2001,Idle Hands,4023741.0,15000000.0,1999,Horror,,1.5,5.8,16157.0
2002,Imaginary Heroes,290875.0,10000000.0,2004,Drama,,3.5,7.2,6057.0
2003,I Still Know What You Did Last Summer,40020622.0,24000000.0,1998,Horror,,0.8,4.1,23268.0
2004,I Know What You Did Last Summer,125250091.0,17000000.0,1997,Horror,,3.6,5.4,36807.0
2005,"I Love You, Beth Cooper",16382538.0,18000000.0,2009,Comedy,Chris Columbus,,5.9,179.0
2006,The Illusionist,84276175.0,16500000.0,2006,Drama,,7.4,7.7,92040.0
2007,But I'm a Cheerleader,2595216.0,1200000.0,2000,Comedy,,,6.1,10073.0
2008,The Imaginarium of Doctor Parnassus,58692979.0,30000000.0,2009,Adventure,Terry Gilliam,6.4,7.1,33374.0
2009,Imagine Me & You,972243.0,7900000.0,2006,Romantic Comedy,,,6.7,9534.0
2010,Imagine That,16123323.0,55000000.0,2009,Comedy,Karey Kirkpatrick,3.8,5.4,3092.0
2011,Impostor,6114237.0,40000000.0,2002,Thriller/Suspense,,,6.0,9020.0
2012,Inception,753830280.0,160000000.0,2010,Thriller/Suspense,Christopher Nolan,8.7,9.1,188247.0
2013,In the Cut,23693646.0,12000000.0,2003,Thriller/Suspense,Jane Campion,3.4,5.2,11590.0
2014,In Too Deep,14026509.0,7000000.0,1999,Drama,,3.6,5.5,2529.0
2015,IndigÃ‹nes,6877936.0,18900000.0,2006,Drama,,,7.2,5775.0
2016,Indiana Jones and the Kingdom of the Crystal Skull,786558145.0,185000000.0,2008,Adventure,Steven Spielberg,7.7,6.6,135071.0
2017,In Dreams,12017369.0,30000000.0,1999,Horror,Neil Jordan,2.2,5.3,7138.0
2018,Infamous,2613717.0,13000000.0,2006,Drama,,7.2,7.1,6917.0
2019,The Informant,41771168.0,22000000.0,2009,Thriller/Suspense,Steven Soderbergh,,6.2,380.0
2020,The Informers,315000.0,18000000.0,2009,Thriller/Suspense,,,5.2,7595.0
2021,Inkheart,58051454.0,60000000.0,2009,Adventure,Iain Softley,4.0,6.1,14157.0
2022,In & Out,83226569.0,35000000.0,1997,Comedy,Frank Oz,7.1,6.1,18773.0
2023,I Now Pronounce You Chuck and Larry,185708462.0,85000000.0,2007,Comedy,Dennis Dugan,1.4,6.1,46347.0
2024,Inside Man,184634237.0,50000000.0,2006,Thriller/Suspense,Spike Lee,8.6,7.7,86229.0
2025,The Insider,60265197.0,68000000.0,1999,Drama,Michael Mann,9.6,8.0,68747.0
2026,Insomnia,113622499.0,46000000.0,2002,Thriller/Suspense,Christopher Nolan,9.2,6.3,33.0
2027,Inspector Gadget,97387965.0,75000000.0,1999,Comedy,,2.1,3.9,13881.0
2028,Instinct,34105207.0,55000000.0,1999,Drama,Jon Turteltaub,2.7,6.2,15388.0
2029,The Invention of Lying,32679264.0,18500000.0,2009,Comedy,Ricky Gervais,5.7,6.5,24578.0
2030,The Invasion,40147042.0,80000000.0,2007,Thriller/Suspense,,1.9,6.0,28605.0
2031,Ira and Abby,221096.0,3500000.0,2007,Comedy,,,6.3,855.0
2032,"I, Robot",348601023.0,105000000.0,2004,Action,Alex Proyas,5.8,,
2033,Iron Man 2,622128345.0,170000000.0,2010,Adventure,Jon Favreau,7.4,7.3,61256.0
2034,Iron Man,582604126.0,186000000.0,2008,Action,Jon Favreau,9.4,7.9,174040.0
2035,The Iron Giant,31333917.0,50000000.0,1999,Adventure,Brad Bird,9.7,7.9,38791.0
2036,Obsluhoval jsem anglickÃˆho krÂ·le,7174984.0,4900000.0,2008,Black Comedy,,,7.4,3048.0
2037,The Island,163018913.0,120000000.0,2005,Action,Michael Bay,4.0,6.9,82601.0
2038,Isn't She Great,2954405.0,36000000.0,2000,Comedy,Andrew Bergman,2.5,4.9,1426.0
2039,I Spy,33561137.0,70000000.0,2002,Action,Betty Thomas,1.5,5.3,18061.0
2040,The Italian Job,175826012.0,60000000.0,2003,Adventure,F. Gary Gray,7.3,6.9,76835.0
2041,I Think I Love My Wife,13205411.0,14000000.0,2007,Romantic Comedy,Chris Rock,1.9,5.5,8643.0
2042,Jack Frost,34645374.0,50000000.0,1998,Comedy,,1.5,4.6,6932.0
2043,Jackie Brown,72673162.0,12000000.0,1997,Drama,Quentin Tarantino,8.5,7.6,84068.0
2044,The Jackal,159356941.0,60000000.0,1997,Thriller/Suspense,Michael Caton-Jones,1.2,6.0,35540.0
2045,The Jacket,15452978.0,28500000.0,2005,Thriller/Suspense,,4.3,7.1,35932.0
2046,Jakob the Liar,4956401.0,15000000.0,1999,Drama,,3.0,6.1,6636.0
2047,Jarhead,96947540.0,72000000.0,2005,Drama,Sam Mendes,6.1,7.2,60650.0
2048,Jawbreaker,3076820.0,3000000.0,1999,Black Comedy,,0.7,4.8,9329.0
2049,The World is Not Enough,361730660.0,135000000.0,1999,Action,Michael Apted,5.1,6.3,59406.0
2050,Die Another Day,431942139.0,142000000.0,2002,Action,Lee Tamahori,5.9,6.0,67476.0
2051,Casino Royale,596365000.0,102000000.0,2006,Action,Martin Campbell,9.4,8.0,172936.0
2052,Quantum of Solace,576368427.0,230000000.0,2008,Action,Marc Forster,6.4,6.8,93596.0
2053,Jennifer's Body,32832166.0,16000000.0,2009,Thriller/Suspense,,4.2,5.3,24265.0
2054,Jackass: Number Two,83578712.0,11000000.0,2006,Comedy,,6.3,7.2,24434.0
2055,Jackass: The Movie,75466905.0,5000000.0,2002,Comedy,,,6.3,27454.0
2056,Journey to the Center of the Earth,240904370.0,45000000.0,2008,Adventure,,,5.9,23756.0
2057,Joe Dirt,30987695.0,16000000.0,2001,Comedy,Dennie Gordon,1.1,5.4,18666.0
2058,The Curse of the Jade Scorpion,18496522.0,26000000.0,2001,Comedy,Woody Allen,4.5,6.7,15897.0
2059,Jeepers Creepers,55026845.0,10000000.0,2001,Horror,,4.5,5.7,30610.0
2060,Johnny English,160323929.0,45000000.0,2003,Comedy,,3.3,5.8,29246.0
2061,Jeepers Creepers II,35623801.0,25000000.0,2003,Horror,,,5.3,15975.0
2062,The Assassination of Jesse James by the Coward Robert Ford,15001776.0,30000000.0,2007,Western,,7.5,7.7,57465.0
2063,Johnson Family Vacation,31462753.0,12000000.0,2004,Comedy,,0.6,3.8,3278.0
2064,Jersey Girl,37066129.0,35000000.0,2004,Comedy,Kevin Smith,4.0,6.2,27370.0
2065,The Jimmy Show,703.0,1000000.0,2002,,,4.0,5.1,358.0
2066,Jindabyne,2862544.0,10800000.0,2007,Drama,,,6.4,3920.0
2067,Jackpot,44452.0,400000.0,2001,Drama,Michael Polish,2.9,5.7,408.0
2068,Just Like Heaven,100687083.0,58000000.0,2005,Romantic Comedy,Mark Waters,5.7,6.8,29457.0
2069,Just My Luck,38326650.0,28000000.0,2006,Romantic Comedy,Donald Petrie,1.3,5.0,13368.0
2070,The Messenger: The Story of Joan of Arc,14271297.0,50000000.0,1999,Drama,Luc Besson,3.1,,
2071,The Jungle Book 2,135703599.0,20000000.0,2003,Adventure,,1.9,5.2,2740.0
2072,Joe Somebody,24515990.0,38000000.0,2001,Comedy,John Pasquin,1.9,5.3,5313.0
2073,Jonah Hex,10547117.0,47000000.0,2010,Action,,1.3,4.3,2316.0
2074,John Q,102226631.0,36000000.0,2002,Drama,Nick Cassavetes,2.2,6.6,32338.0
2075,Jonah: A VeggieTales Movie,25606175.0,14000000.0,2002,Adventure,,,6.3,1704.0
2076,The Joneses,1475746.0,10000000.0,2010,,,,6.6,4345.0
2077,Josie and the Pussycats,14252830.0,22000000.0,2001,Comedy,,5.3,5.1,11284.0
2078,Joy Ride,21973182.0,23000000.0,2001,Thriller/Suspense,John Dahl,,5.4,118.0
2079,Jerry Maguire,274000000.0,50000000.0,1996,Romantic Comedy,Cameron Crowe,8.4,7.2,78603.0
2080,Jay and Silent Bob Strike Back,33762400.0,22000000.0,2001,Comedy,Kevin Smith,5.3,6.8,62692.0
2081,Jesus' Son,1687548.0,2500000.0,2000,Drama,,,6.7,4620.0
2082,Being Julia,11039049.0,18000000.0,2004,Drama,,7.6,7.1,7067.0
2083,Julie & Julia,126646119.0,40000000.0,2009,Comedy,Nora Ephron,7.5,7.2,22269.0
2084,Jumper,222117068.0,82500000.0,2008,Adventure,Doug Liman,1.7,5.9,69161.0
2085,Junebug,2678010.0,1000000.0,2005,Drama,,8.6,7.1,11457.0
2086,Juno,230327671.0,7000000.0,2007,Comedy,Jason Reitman,9.3,7.9,149855.0
2087,Jurassic Park 3,365900000.0,93000000.0,2001,Action,Joe Johnston,,7.9,151365.0
2088,Just Looking,39852.0,3000000.0,2000,,Jason Alexander,,6.3,949.0
2089,Just Married,56127162.0,19000000.0,2003,Romantic Comedy,Shawn Levy,2.0,5.1,19508.0
2090,Juwanna Man,13771817.0,15600000.0,2002,Comedy,,,4.1,3062.0
2091,Freddy vs. Jason,114326122.0,25000000.0,2003,Horror,Ronny Yu,4.1,5.8,39182.0
2092,K-19: The Widowmaker,65716126.0,90000000.0,2002,Action,Kathryn Bigelow,6.1,6.5,22288.0
2093,Kate and Leopold,70937778.0,48000000.0,2001,Romantic Comedy,James Mangold,,6.2,23600.0
2094,Kama Sutra,4109095.0,3000000.0,1997,Drama,Mira Nair,,,
2095,Kangaroo Jack,90723216.0,60000000.0,2003,Comedy,,,4.1,9994.0
2096,Kick-Ass,76252166.0,28000000.0,2010,Action,Matthew Vaughn,7.5,8.1,86990.0
2097,The Original Kings of Comedy,38236338.0,3000000.0,2000,Concert/Performance,Spike Lee,8.6,6.2,3258.0
2098,Kiss of the Dragon,36833473.0,25000000.0,2001,Action,Chris Nahon,5.1,6.3,22087.0
2099,Kung Fu Hustle,101004669.0,20000000.0,2005,Action,Stephen Chow,8.9,,
2100,The Karate Kid,350591618.0,40000000.0,2010,Adventure,,6.7,6.1,20039.0
2101,The Kentucky Fried Movie,20000000.0,600000.0,1977,Comedy,John Landis,7.7,6.4,8342.0
2102,Kicking and Screaming,55842724.0,45000000.0,2005,Comedy,,,6.9,3841.0
2103,Kill Bill: Volume 2,150907920.0,55000000.0,2004,Action,Quentin Tarantino,,8.0,182834.0
2104,Kill Bill: Volume 1,180098138.0,55000000.0,2003,Action,Quentin Tarantino,8.5,8.2,231761.0
2105,Kingdom Come,23393939.0,7000000.0,2001,Comedy,,2.8,,
2106,Kingdom of Heaven,211398413.0,110000000.0,2005,Adventure,Ridley Scott,3.9,7.1,83189.0
2107,Kinsey,13000959.0,11000000.0,2004,Drama,Bill Condon,9.0,7.2,20135.0
2108,Kissing Jessica Stein,8915268.0,1500000.0,2002,Romantic Comedy,,,6.8,8291.0
2109,Kiss the Girls,60527873.0,27000000.0,1997,Thriller/Suspense,,3.2,6.4,20932.0
2110,King Kong,550517357.0,207000000.0,2005,Adventure,Peter Jackson,8.3,7.6,132720.0
2111,Knocked Up,218994109.0,27500000.0,2007,Romantic Comedy,Judd Apatow,9.0,7.5,111192.0
2112,Knight and Day,228937227.0,117000000.0,2010,Action,James Mangold,,6.6,13887.0
2113,The Kingdom,86509602.0,72500000.0,2007,Action,Peter Berg,5.1,7.1,47200.0
2114,Black Knight,33422806.0,35000000.0,2001,Comedy,,1.3,4.3,12747.0
2115,Knockaround Guys,12419700.0,15000000.0,2002,Drama,,,6.0,11019.0
2116,Knowing,187858642.0,50000000.0,2009,Thriller/Suspense,Alex Proyas,3.2,6.4,58138.0
2117,Knock Off,10319915.0,35000000.0,1998,Action,,0.8,4.1,5852.0
2118,K-PAX,50315140.0,48000000.0,2001,Drama,Iain Softley,4.0,7.3,50475.0
2119,Christmas with the Kranks,96501902.0,50000000.0,2004,Comedy,,0.5,4.7,9126.0
2120,King's Ransom,4049527.0,25000000.0,2005,Comedy,Jeffrey W. Byrd,0.2,3.5,2251.0
2121,"Kiss Kiss, Bang Bang",13105837.0,15000000.0,2005,Comedy,,8.3,,
2122,A Knight's Tale,56083966.0,41000000.0,2001,Adventure,,5.8,6.6,47609.0
2123,The Kite Runner,73222245.0,20000000.0,2007,Drama,Marc Forster,6.6,7.8,26816.0
2124,Kundun,5686694.0,28000000.0,1997,Drama,Martin Scorsese,7.6,7.0,10248.0
2125,Kung Pow: Enter the Fist,16033556.0,10000000.0,2002,Comedy,Steve Oedekerk,,5.7,19348.0
2126,L.A. Confidential,110604977.0,35000000.0,1997,Drama,Curtis Hanson,9.9,8.4,165161.0
2127,Law Abiding Citizen,113190972.0,53000000.0,2009,Thriller/Suspense,F. Gary Gray,2.5,7.2,45577.0
2128,Ladder 49,102332848.0,60000000.0,2004,Action,Jay Russell,4.0,6.5,23369.0
